condition,mem_capacity,encoding_jitter,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
jitter_only,9999,0.15,67,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,67,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,67,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,67,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,67,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,67,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,67,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,67,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,67,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,68,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,68,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,68,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,68,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,68,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,68,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,68,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,68,7,TIMEOUT,0,9,2
jitter_only,9999,0.15,68,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,68,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,69,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,69,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,69,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,69,3,RESOURCE_TAKEN,0,5,0
jitter_only,9999,0.15,69,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,69,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,69,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,69,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,69,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,69,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,70,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,70,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,70,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,70,3,PARTNER_DEAD,0,5,0
jitter_only,9999,0.15,70,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,70,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,70,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,70,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,70,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,70,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,71,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,71,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,71,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,71,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,71,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,71,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,71,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,71,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,71,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,71,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,72,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,72,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,72,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,72,3,RESOURCE_TAKEN,0,5,0
jitter_only,9999,0.15,72,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,72,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,72,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,72,7,TIMEOUT,0,9,2
jitter_only,9999,0.15,72,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,72,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,73,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,73,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,73,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,73,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,73,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,73,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,73,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,73,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,73,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,73,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,74,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,74,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,74,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,74,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,74,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,74,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,74,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,74,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,74,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,74,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,75,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,75,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,75,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,75,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,75,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,75,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,75,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,75,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,75,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,75,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,76,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,76,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,76,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,76,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,76,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,76,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,76,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,76,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,76,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,76,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,77,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,77,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,77,2,TIMEOUT,0,4,2
jitter_only,9999,0.15,77,3,TIMEOUT,0,5,2
jitter_only,9999,0.15,77,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,77,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,77,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,77,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,77,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,77,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,78,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,78,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,78,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,78,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,78,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,78,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,78,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,78,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,78,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,78,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,79,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,79,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,79,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,79,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,79,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,79,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,79,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,79,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,79,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,79,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,80,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,80,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,80,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,80,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,80,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,80,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,80,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,80,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,80,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,80,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,81,0,TIMEOUT,0,2,0
jitter_only,9999,0.15,81,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,81,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,81,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,81,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,81,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,81,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,81,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,81,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,81,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,82,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,82,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,82,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,82,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,82,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,82,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,82,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,82,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,82,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,82,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,83,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,83,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,83,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,83,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,83,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,83,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,83,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,83,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,83,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,83,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,84,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,84,1,TIMEOUT,0,3,2
jitter_only,9999,0.15,84,2,TIMEOUT,0,4,2
jitter_only,9999,0.15,84,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,84,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,84,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,84,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,84,7,RESOURCE_TAKEN,0,9,0
jitter_only,9999,0.15,84,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,84,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,85,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,85,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,85,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,85,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,85,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,85,5,TIMEOUT,0,7,2
jitter_only,9999,0.15,85,6,TIMEOUT,0,8,3
jitter_only,9999,0.15,85,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,85,8,TIMEOUT,0,10,2
jitter_only,9999,0.15,85,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,86,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,86,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,86,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,86,3,TIMEOUT,0,5,2
jitter_only,9999,0.15,86,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,86,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,86,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,86,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,86,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,86,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,87,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,87,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,87,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,87,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,87,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,87,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,87,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,87,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,87,8,TIMEOUT,0,10,2
jitter_only,9999,0.15,87,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,88,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,88,1,TIMEOUT,0,3,2
jitter_only,9999,0.15,88,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,88,3,RESOURCE_TAKEN,0,5,1
jitter_only,9999,0.15,88,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,88,5,TIMEOUT,0,7,2
jitter_only,9999,0.15,88,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,88,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,88,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,88,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,89,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,89,1,TIMEOUT,0,3,0
jitter_only,9999,0.15,89,2,TIMEOUT,0,4,2
jitter_only,9999,0.15,89,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,89,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,89,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,89,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,89,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,89,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,89,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,90,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,90,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,90,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,90,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,90,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,90,5,TIMEOUT,0,7,2
jitter_only,9999,0.15,90,6,TIMEOUT,0,8,0
jitter_only,9999,0.15,90,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,90,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,90,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,91,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,91,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,91,2,TIMEOUT,0,4,2
jitter_only,9999,0.15,91,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,91,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,91,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,91,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,91,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,91,8,TIMEOUT,0,10,2
jitter_only,9999,0.15,91,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,92,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,92,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,92,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,92,3,PARTNER_RESCUED,1,5,0
jitter_only,9999,0.15,92,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,92,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,92,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,92,7,TIMEOUT,0,9,0
jitter_only,9999,0.15,92,8,TIMEOUT,0,10,2
jitter_only,9999,0.15,92,9,TIMEOUT,0,11,2
jitter_only,9999,0.15,93,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,93,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,93,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,93,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,93,4,RESOURCE_TAKEN,0,6,0
jitter_only,9999,0.15,93,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,93,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,93,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,93,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,93,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,94,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,94,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,94,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,94,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,94,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,94,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,94,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,94,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,94,8,TIMEOUT,0,10,0
jitter_only,9999,0.15,94,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,95,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,95,1,PARTNER_DEAD,0,3,1
jitter_only,9999,0.15,95,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,95,3,TIMEOUT,0,5,0
jitter_only,9999,0.15,95,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,95,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,95,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,95,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,95,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,95,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,96,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,96,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,96,2,TIMEOUT,0,4,0
jitter_only,9999,0.15,96,3,RESOURCE_TAKEN,0,5,0
jitter_only,9999,0.15,96,4,PARTNER_RESCUED,1,6,0
jitter_only,9999,0.15,96,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,96,6,TIMEOUT,0,8,1
jitter_only,9999,0.15,96,7,TIMEOUT,0,9,1
jitter_only,9999,0.15,96,8,TIMEOUT,0,10,2
jitter_only,9999,0.15,96,9,TIMEOUT,0,11,1
jitter_only,9999,0.15,97,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,97,1,TIMEOUT,0,3,2
jitter_only,9999,0.15,97,2,TIMEOUT,0,4,1
jitter_only,9999,0.15,97,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,97,4,TIMEOUT,0,6,1
jitter_only,9999,0.15,97,5,TIMEOUT,0,7,1
jitter_only,9999,0.15,97,6,TIMEOUT,0,8,2
jitter_only,9999,0.15,97,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,97,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,97,9,PARTNER_RESCUED,1,11,0
jitter_only,9999,0.15,98,0,PARTNER_RESCUED,1,2,0
jitter_only,9999,0.15,98,1,TIMEOUT,0,3,1
jitter_only,9999,0.15,98,2,TIMEOUT,0,4,2
jitter_only,9999,0.15,98,3,TIMEOUT,0,5,2
jitter_only,9999,0.15,98,4,TIMEOUT,0,6,2
jitter_only,9999,0.15,98,5,TIMEOUT,0,7,0
jitter_only,9999,0.15,98,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,98,7,PARTNER_RESCUED,1,9,0
jitter_only,9999,0.15,98,8,PARTNER_RESCUED,1,10,0
jitter_only,9999,0.15,98,9,TIMEOUT,0,11,0
jitter_only,9999,0.15,99,0,TIMEOUT,0,2,1
jitter_only,9999,0.15,99,1,PARTNER_RESCUED,1,3,0
jitter_only,9999,0.15,99,2,PARTNER_RESCUED,1,4,0
jitter_only,9999,0.15,99,3,TIMEOUT,0,5,1
jitter_only,9999,0.15,99,4,TIMEOUT,0,6,0
jitter_only,9999,0.15,99,5,PARTNER_RESCUED,1,7,0
jitter_only,9999,0.15,99,6,PARTNER_RESCUED,1,8,0
jitter_only,9999,0.15,99,7,PARTNER_DEAD,0,9,0
jitter_only,9999,0.15,99,8,TIMEOUT,0,10,1
jitter_only,9999,0.15,99,9,PARTNER_RESCUED,1,11,0
bounded_and_jitter,3,0.15,0,0,PARTNER_RESCUED,1,2,0
bounded_and_jitter,3,0.15,0,1,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,0,2,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,0,3,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,0,4,TIMEOUT,0,3,2
bounded_and_jitter,3,0.15,0,5,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,0,6,RESOURCE_TAKEN,0,3,0
bounded_and_jitter,3,0.15,0,7,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,0,8,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,0,9,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,1,0,PARTNER_RESCUED,1,2,0
bounded_and_jitter,3,0.15,1,1,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,1,2,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,1,3,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,1,4,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,1,5,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,1,6,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,1,7,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,1,8,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,1,9,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,2,0,PARTNER_RESCUED,1,2,0
bounded_and_jitter,3,0.15,2,1,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,2,2,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,2,3,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,2,4,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,2,5,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,2,6,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,2,7,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,2,8,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,2,9,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,3,0,PARTNER_RESCUED,1,2,0
bounded_and_jitter,3,0.15,3,1,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,3,2,TIMEOUT,0,3,2
bounded_and_jitter,3,0.15,3,3,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,3,4,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,3,5,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,3,6,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,3,7,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,3,8,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,3,9,PARTNER_DEAD,0,3,1
bounded_and_jitter,3,0.15,4,0,TIMEOUT,0,2,1
bounded_and_jitter,3,0.15,4,1,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,4,2,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,4,3,TIMEOUT,0,3,2
bounded_and_jitter,3,0.15,4,4,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,4,5,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,4,6,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,4,7,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,4,8,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,4,9,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,5,0,PARTNER_RESCUED,1,2,0
bounded_and_jitter,3,0.15,5,1,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,5,2,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,5,3,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,5,4,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,5,5,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,5,6,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,5,7,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,5,8,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,5,9,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,6,0,PARTNER_RESCUED,1,2,0
bounded_and_jitter,3,0.15,6,1,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,6,2,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,6,3,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,6,4,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,6,5,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,6,6,TIMEOUT,0,3,2
bounded_and_jitter,3,0.15,6,7,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,6,8,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,6,9,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,7,0,PARTNER_RESCUED,1,2,0
bounded_and_jitter,3,0.15,7,1,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,7,2,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,7,3,PARTNER_DEAD,0,3,0
bounded_and_jitter,3,0.15,7,4,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,7,5,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,7,6,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,7,7,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,7,8,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,7,9,TIMEOUT,0,3,2
bounded_and_jitter,3,0.15,8,0,PARTNER_RESCUED,1,2,0
bounded_and_jitter,3,0.15,8,1,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,8,2,PARTNER_RESCUED,1,3,0
bounded_and_jitter,3,0.15,8,3,TIMEOUT,0,3,2
bounded_and_jitter,3,0.15,8,4,TIMEOUT,0,3,0
bounded_and_jitter,3,0.15,8,5,RESOURCE_TAKEN,0,3,0
bounded_and_jitter,3,0.15,8,6,TIMEOUT,0,3,1
bounded_and_jitter,3,0.15,8,7,PARTNER_RESCUED,1,3,0
