beta_guilt,beta_loyalty,kappa,agent_id,episode_idx,outcome,rescued,n_memories,target_switches
0.15,0.05,0.5,32,0,TIMEOUT,0,2,0
0.15,0.05,0.5,32,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,32,2,PARTNER_RESCUED,1,4,0
0.15,0.05,0.5,32,3,TIMEOUT,0,5,0
0.15,0.05,0.5,32,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,32,5,TIMEOUT,0,7,1
0.15,0.05,0.5,32,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,32,7,TIMEOUT,0,9,0
0.15,0.05,0.5,32,8,TIMEOUT,0,10,2
0.15,0.05,0.5,32,9,TIMEOUT,0,11,3
0.15,0.05,0.5,33,0,TIMEOUT,0,2,0
0.15,0.05,0.5,33,1,TIMEOUT,0,3,1
0.15,0.05,0.5,33,2,TIMEOUT,0,4,2
0.15,0.05,0.5,33,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,33,4,TIMEOUT,0,6,1
0.15,0.05,0.5,33,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,33,6,TIMEOUT,0,8,0
0.15,0.05,0.5,33,7,TIMEOUT,0,9,0
0.15,0.05,0.5,33,8,TIMEOUT,0,10,0
0.15,0.05,0.5,33,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,34,0,PARTNER_RESCUED,1,2,0
0.15,0.05,0.5,34,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,34,2,TIMEOUT,0,4,0
0.15,0.05,0.5,34,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,34,4,TIMEOUT,0,6,1
0.15,0.05,0.5,34,5,TIMEOUT,0,7,1
0.15,0.05,0.5,34,6,TIMEOUT,0,8,0
0.15,0.05,0.5,34,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,34,8,TIMEOUT,0,10,0
0.15,0.05,0.5,34,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,35,0,TIMEOUT,0,2,2
0.15,0.05,0.5,35,1,RESOURCE_TAKEN,0,3,1
0.15,0.05,0.5,35,2,TIMEOUT,0,4,1
0.15,0.05,0.5,35,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,35,4,TIMEOUT,0,6,1
0.15,0.05,0.5,35,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,35,6,TIMEOUT,0,8,0
0.15,0.05,0.5,35,7,TIMEOUT,0,9,0
0.15,0.05,0.5,35,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,35,9,TIMEOUT,0,11,0
0.15,0.05,0.5,36,0,TIMEOUT,0,2,0
0.15,0.05,0.5,36,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,36,2,PARTNER_RESCUED,1,4,0
0.15,0.05,0.5,36,3,TIMEOUT,0,5,1
0.15,0.05,0.5,36,4,TIMEOUT,0,6,1
0.15,0.05,0.5,36,5,TIMEOUT,0,7,0
0.15,0.05,0.5,36,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,36,7,PARTNER_RESCUED,1,9,0
0.15,0.05,0.5,36,8,TIMEOUT,0,10,1
0.15,0.05,0.5,36,9,RESOURCE_TAKEN,0,11,1
0.15,0.05,0.5,37,0,TIMEOUT,0,2,1
0.15,0.05,0.5,37,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,37,2,TIMEOUT,0,4,0
0.15,0.05,0.5,37,3,TIMEOUT,0,5,0
0.15,0.05,0.5,37,4,TIMEOUT,0,6,0
0.15,0.05,0.5,37,5,RESOURCE_TAKEN,0,7,1
0.15,0.05,0.5,37,6,TIMEOUT,0,8,0
0.15,0.05,0.5,37,7,RESOURCE_TAKEN,0,9,2
0.15,0.05,0.5,37,8,TIMEOUT,0,10,0
0.15,0.05,0.5,37,9,TIMEOUT,0,11,1
0.15,0.05,0.5,38,0,TIMEOUT,0,2,1
0.15,0.05,0.5,38,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,38,2,TIMEOUT,0,4,0
0.15,0.05,0.5,38,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,38,4,TIMEOUT,0,6,0
0.15,0.05,0.5,38,5,TIMEOUT,0,7,0
0.15,0.05,0.5,38,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,38,7,TIMEOUT,0,9,0
0.15,0.05,0.5,38,8,TIMEOUT,0,10,1
0.15,0.05,0.5,38,9,TIMEOUT,0,11,2
0.15,0.05,0.5,39,0,PARTNER_RESCUED,1,2,0
0.15,0.05,0.5,39,1,TIMEOUT,0,3,0
0.15,0.05,0.5,39,2,TIMEOUT,0,4,1
0.15,0.05,0.5,39,3,TIMEOUT,0,5,1
0.15,0.05,0.5,39,4,TIMEOUT,0,6,1
0.15,0.05,0.5,39,5,TIMEOUT,0,7,0
0.15,0.05,0.5,39,6,TIMEOUT,0,8,2
0.15,0.05,0.5,39,7,RESOURCE_TAKEN,0,9,1
0.15,0.05,0.5,39,8,TIMEOUT,0,10,1
0.15,0.05,0.5,39,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,40,0,TIMEOUT,0,2,0
0.15,0.05,0.5,40,1,RESOURCE_TAKEN,0,3,1
0.15,0.05,0.5,40,2,PARTNER_RESCUED,1,4,0
0.15,0.05,0.5,40,3,RESOURCE_TAKEN,0,5,1
0.15,0.05,0.5,40,4,TIMEOUT,0,6,1
0.15,0.05,0.5,40,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,40,6,TIMEOUT,0,8,0
0.15,0.05,0.5,40,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,40,8,TIMEOUT,0,10,1
0.15,0.05,0.5,40,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,41,0,TIMEOUT,0,2,0
0.15,0.05,0.5,41,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,41,2,TIMEOUT,0,4,2
0.15,0.05,0.5,41,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,41,4,TIMEOUT,0,6,0
0.15,0.05,0.5,41,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,41,6,TIMEOUT,0,8,0
0.15,0.05,0.5,41,7,TIMEOUT,0,9,0
0.15,0.05,0.5,41,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,41,9,PARTNER_RESCUED,1,11,0
0.15,0.05,0.5,42,0,TIMEOUT,0,2,0
0.15,0.05,0.5,42,1,TIMEOUT,0,3,0
0.15,0.05,0.5,42,2,RESOURCE_TAKEN,0,4,1
0.15,0.05,0.5,42,3,PARTNER_RESCUED,1,5,0
0.15,0.05,0.5,42,4,TIMEOUT,0,6,1
0.15,0.05,0.5,42,5,TIMEOUT,0,7,1
0.15,0.05,0.5,42,6,TIMEOUT,0,8,0
0.15,0.05,0.5,42,7,RESOURCE_TAKEN,0,9,2
0.15,0.05,0.5,42,8,TIMEOUT,0,10,1
0.15,0.05,0.5,42,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,43,0,TIMEOUT,0,2,0
0.15,0.05,0.5,43,1,TIMEOUT,0,3,1
0.15,0.05,0.5,43,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,43,3,TIMEOUT,0,5,2
0.15,0.05,0.5,43,4,TIMEOUT,0,6,1
0.15,0.05,0.5,43,5,TIMEOUT,0,7,0
0.15,0.05,0.5,43,6,TIMEOUT,0,8,0
0.15,0.05,0.5,43,7,RESOURCE_TAKEN,0,9,1
0.15,0.05,0.5,43,8,TIMEOUT,0,10,0
0.15,0.05,0.5,43,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,44,0,TIMEOUT,0,2,0
0.15,0.05,0.5,44,1,TIMEOUT,0,3,2
0.15,0.05,0.5,44,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,44,3,TIMEOUT,0,5,1
0.15,0.05,0.5,44,4,TIMEOUT,0,6,0
0.15,0.05,0.5,44,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,44,6,TIMEOUT,0,8,0
0.15,0.05,0.5,44,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,44,8,TIMEOUT,0,10,1
0.15,0.05,0.5,44,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,45,0,TIMEOUT,0,2,2
0.15,0.05,0.5,45,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,45,2,PARTNER_RESCUED,1,4,0
0.15,0.05,0.5,45,3,TIMEOUT,0,5,2
0.15,0.05,0.5,45,4,TIMEOUT,0,6,0
0.15,0.05,0.5,45,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,45,6,TIMEOUT,0,8,0
0.15,0.05,0.5,45,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,45,8,TIMEOUT,0,10,1
0.15,0.05,0.5,45,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,46,0,TIMEOUT,0,2,0
0.15,0.05,0.5,46,1,TIMEOUT,0,3,0
0.15,0.05,0.5,46,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,46,3,TIMEOUT,0,5,1
0.15,0.05,0.5,46,4,TIMEOUT,0,6,0
0.15,0.05,0.5,46,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,46,6,TIMEOUT,0,8,0
0.15,0.05,0.5,46,7,TIMEOUT,0,9,0
0.15,0.05,0.5,46,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,46,9,TIMEOUT,0,11,0
0.15,0.05,0.5,47,0,PARTNER_DEAD,0,2,0
0.15,0.05,0.5,47,1,TIMEOUT,0,3,1
0.15,0.05,0.5,47,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,47,3,TIMEOUT,0,5,1
0.15,0.05,0.5,47,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,47,5,TIMEOUT,0,7,0
0.15,0.05,0.5,47,6,TIMEOUT,0,8,0
0.15,0.05,0.5,47,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,47,8,TIMEOUT,0,10,1
0.15,0.05,0.5,47,9,TIMEOUT,0,11,1
0.15,0.05,0.5,48,0,TIMEOUT,0,2,0
0.15,0.05,0.5,48,1,TIMEOUT,0,3,0
0.15,0.05,0.5,48,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,48,3,TIMEOUT,0,5,2
0.15,0.05,0.5,48,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,48,5,TIMEOUT,0,7,1
0.15,0.05,0.5,48,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,48,7,TIMEOUT,0,9,0
0.15,0.05,0.5,48,8,TIMEOUT,0,10,0
0.15,0.05,0.5,48,9,TIMEOUT,0,11,2
0.15,0.05,0.5,49,0,TIMEOUT,0,2,2
0.15,0.05,0.5,49,1,TIMEOUT,0,3,0
0.15,0.05,0.5,49,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,49,3,TIMEOUT,0,5,1
0.15,0.05,0.5,49,4,TIMEOUT,0,6,0
0.15,0.05,0.5,49,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,49,6,TIMEOUT,0,8,1
0.15,0.05,0.5,49,7,TIMEOUT,0,9,0
0.15,0.05,0.5,49,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,49,9,TIMEOUT,0,11,1
0.15,0.05,0.5,50,0,TIMEOUT,0,2,1
0.15,0.05,0.5,50,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,50,2,TIMEOUT,0,4,2
0.15,0.05,0.5,50,3,RESOURCE_TAKEN,0,5,2
0.15,0.05,0.5,50,4,TIMEOUT,0,6,2
0.15,0.05,0.5,50,5,TIMEOUT,0,7,1
0.15,0.05,0.5,50,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,50,7,TIMEOUT,0,9,0
0.15,0.05,0.5,50,8,TIMEOUT,0,10,0
0.15,0.05,0.5,50,9,TIMEOUT,0,11,0
0.15,0.05,0.5,51,0,PARTNER_RESCUED,1,2,0
0.15,0.05,0.5,51,1,TIMEOUT,0,3,0
0.15,0.05,0.5,51,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,51,3,TIMEOUT,0,5,1
0.15,0.05,0.5,51,4,RESOURCE_TAKEN,0,6,1
0.15,0.05,0.5,51,5,TIMEOUT,0,7,0
0.15,0.05,0.5,51,6,TIMEOUT,0,8,0
0.15,0.05,0.5,51,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,51,8,TIMEOUT,0,10,2
0.15,0.05,0.5,51,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,52,0,TIMEOUT,0,2,1
0.15,0.05,0.5,52,1,TIMEOUT,0,3,1
0.15,0.05,0.5,52,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,52,3,TIMEOUT,0,5,1
0.15,0.05,0.5,52,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,52,5,TIMEOUT,0,7,1
0.15,0.05,0.5,52,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,52,7,PARTNER_RESCUED,1,9,0
0.15,0.05,0.5,52,8,TIMEOUT,0,10,1
0.15,0.05,0.5,52,9,RESOURCE_TAKEN,0,11,1
0.15,0.05,0.5,53,0,TIMEOUT,0,2,1
0.15,0.05,0.5,53,1,TIMEOUT,0,3,1
0.15,0.05,0.5,53,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,53,3,TIMEOUT,0,5,0
0.15,0.05,0.5,53,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,53,5,TIMEOUT,0,7,0
0.15,0.05,0.5,53,6,TIMEOUT,0,8,0
0.15,0.05,0.5,53,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,53,8,TIMEOUT,0,10,2
0.15,0.05,0.5,53,9,TIMEOUT,0,11,0
0.15,0.05,0.5,54,0,TIMEOUT,0,2,0
0.15,0.05,0.5,54,1,TIMEOUT,0,3,0
0.15,0.05,0.5,54,2,TIMEOUT,0,4,0
0.15,0.05,0.5,54,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,54,4,TIMEOUT,0,6,0
0.15,0.05,0.5,54,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,54,6,TIMEOUT,0,8,0
0.15,0.05,0.5,54,7,TIMEOUT,0,9,0
0.15,0.05,0.5,54,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,54,9,TIMEOUT,0,11,1
0.15,0.05,0.5,55,0,TIMEOUT,0,2,1
0.15,0.05,0.5,55,1,TIMEOUT,0,3,0
0.15,0.05,0.5,55,2,TIMEOUT,0,4,1
0.15,0.05,0.5,55,3,TIMEOUT,0,5,1
0.15,0.05,0.5,55,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,55,5,TIMEOUT,0,7,0
0.15,0.05,0.5,55,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,55,7,TIMEOUT,0,9,2
0.15,0.05,0.5,55,8,TIMEOUT,0,10,2
0.15,0.05,0.5,55,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,56,0,TIMEOUT,0,2,1
0.15,0.05,0.5,56,1,TIMEOUT,0,3,2
0.15,0.05,0.5,56,2,TIMEOUT,0,4,0
0.15,0.05,0.5,56,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,56,4,TIMEOUT,0,6,2
0.15,0.05,0.5,56,5,TIMEOUT,0,7,0
0.15,0.05,0.5,56,6,TIMEOUT,0,8,0
0.15,0.05,0.5,56,7,RESOURCE_TAKEN,0,9,1
0.15,0.05,0.5,56,8,PARTNER_RESCUED,1,10,0
0.15,0.05,0.5,56,9,TIMEOUT,0,11,1
0.15,0.05,0.5,57,0,TIMEOUT,0,2,1
0.15,0.05,0.5,57,1,RESOURCE_TAKEN,0,3,1
0.15,0.05,0.5,57,2,TIMEOUT,0,4,1
0.15,0.05,0.5,57,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,57,4,PARTNER_RESCUED,1,6,0
0.15,0.05,0.5,57,5,TIMEOUT,0,7,2
0.15,0.05,0.5,57,6,TIMEOUT,0,8,0
0.15,0.05,0.5,57,7,TIMEOUT,0,9,0
0.15,0.05,0.5,57,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,57,9,TIMEOUT,0,11,0
0.15,0.05,0.5,58,0,TIMEOUT,0,2,0
0.15,0.05,0.5,58,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,58,2,PARTNER_RESCUED,1,4,0
0.15,0.05,0.5,58,3,TIMEOUT,0,5,0
0.15,0.05,0.5,58,4,RESOURCE_TAKEN,0,6,1
0.15,0.05,0.5,58,5,TIMEOUT,0,7,1
0.15,0.05,0.5,58,6,TIMEOUT,0,8,4
0.15,0.05,0.5,58,7,TIMEOUT,0,9,0
0.15,0.05,0.5,58,8,TIMEOUT,0,10,2
0.15,0.05,0.5,58,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,59,0,TIMEOUT,0,2,1
0.15,0.05,0.5,59,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,59,2,TIMEOUT,0,4,1
0.15,0.05,0.5,59,3,TIMEOUT,0,5,1
0.15,0.05,0.5,59,4,TIMEOUT,0,6,0
0.15,0.05,0.5,59,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,59,6,TIMEOUT,0,8,1
0.15,0.05,0.5,59,7,TIMEOUT,0,9,0
0.15,0.05,0.5,59,8,TIMEOUT,0,10,1
0.15,0.05,0.5,59,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,60,0,TIMEOUT,0,2,0
0.15,0.05,0.5,60,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,60,2,TIMEOUT,0,4,0
0.15,0.05,0.5,60,3,TIMEOUT,0,5,0
0.15,0.05,0.5,60,4,TIMEOUT,0,6,0
0.15,0.05,0.5,60,5,TIMEOUT,0,7,0
0.15,0.05,0.5,60,6,TIMEOUT,0,8,1
0.15,0.05,0.5,60,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,60,8,TIMEOUT,0,10,1
0.15,0.05,0.5,60,9,TIMEOUT,0,11,0
0.15,0.05,0.5,61,0,TIMEOUT,0,2,2
0.15,0.05,0.5,61,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,61,2,TIMEOUT,0,4,0
0.15,0.05,0.5,61,3,TIMEOUT,0,5,0
0.15,0.05,0.5,61,4,TIMEOUT,0,6,0
0.15,0.05,0.5,61,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,61,6,TIMEOUT,0,8,0
0.15,0.05,0.5,61,7,TIMEOUT,0,9,0
0.15,0.05,0.5,61,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,61,9,TIMEOUT,0,11,1
0.15,0.05,0.5,62,0,TIMEOUT,0,2,1
0.15,0.05,0.5,62,1,TIMEOUT,0,3,0
0.15,0.05,0.5,62,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,62,3,TIMEOUT,0,5,2
0.15,0.05,0.5,62,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,62,5,TIMEOUT,0,7,1
0.15,0.05,0.5,62,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,62,7,TIMEOUT,0,9,0
0.15,0.05,0.5,62,8,TIMEOUT,0,10,0
0.15,0.05,0.5,62,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,63,0,TIMEOUT,0,2,3
0.15,0.05,0.5,63,1,RESOURCE_TAKEN,0,3,1
0.15,0.05,0.5,63,2,TIMEOUT,0,4,1
0.15,0.05,0.5,63,3,TIMEOUT,0,5,1
0.15,0.05,0.5,63,4,RESOURCE_TAKEN,0,6,1
0.15,0.05,0.5,63,5,TIMEOUT,0,7,0
0.15,0.05,0.5,63,6,TIMEOUT,0,8,0
0.15,0.05,0.5,63,7,TIMEOUT,0,9,2
0.15,0.05,0.5,63,8,TIMEOUT,0,10,0
0.15,0.05,0.5,63,9,TIMEOUT,0,11,0
0.15,0.05,0.5,64,0,TIMEOUT,0,2,1
0.15,0.05,0.5,64,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,64,2,TIMEOUT,0,4,0
0.15,0.05,0.5,64,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,64,4,TIMEOUT,0,6,1
0.15,0.05,0.5,64,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,64,6,PARTNER_RESCUED,1,8,0
0.15,0.05,0.5,64,7,TIMEOUT,0,9,0
0.15,0.05,0.5,64,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,64,9,TIMEOUT,0,11,1
0.15,0.05,0.5,65,0,PARTNER_RESCUED,1,2,0
0.15,0.05,0.5,65,1,TIMEOUT,0,3,1
0.15,0.05,0.5,65,2,TIMEOUT,0,4,1
0.15,0.05,0.5,65,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,65,4,TIMEOUT,0,6,1
0.15,0.05,0.5,65,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,65,6,TIMEOUT,0,8,0
0.15,0.05,0.5,65,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,65,8,PARTNER_RESCUED,1,10,0
0.15,0.05,0.5,65,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,66,0,TIMEOUT,0,2,0
0.15,0.05,0.5,66,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,66,2,PARTNER_RESCUED,1,4,0
0.15,0.05,0.5,66,3,TIMEOUT,0,5,0
0.15,0.05,0.5,66,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,66,5,TIMEOUT,0,7,2
0.15,0.05,0.5,66,6,TIMEOUT,0,8,0
0.15,0.05,0.5,66,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,66,8,TIMEOUT,0,10,1
0.15,0.05,0.5,66,9,TIMEOUT,0,11,0
0.15,0.05,0.5,67,0,PARTNER_RESCUED,1,2,0
0.15,0.05,0.5,67,1,TIMEOUT,0,3,1
0.15,0.05,0.5,67,2,RESOURCE_TAKEN,0,4,0
0.15,0.05,0.5,67,3,TIMEOUT,0,5,0
0.15,0.05,0.5,67,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,67,5,PARTNER_RESCUED,1,7,0
0.15,0.05,0.5,67,6,TIMEOUT,0,8,1
0.15,0.05,0.5,67,7,TIMEOUT,0,9,0
0.15,0.05,0.5,67,8,TIMEOUT,0,10,0
0.15,0.05,0.5,67,9,TIMEOUT,0,11,0
0.15,0.05,0.5,68,0,TIMEOUT,0,2,1
0.15,0.05,0.5,68,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,68,2,TIMEOUT,0,4,1
0.15,0.05,0.5,68,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,68,4,TIMEOUT,0,6,1
0.15,0.05,0.5,68,5,TIMEOUT,0,7,0
0.15,0.05,0.5,68,6,TIMEOUT,0,8,0
0.15,0.05,0.5,68,7,TIMEOUT,0,9,0
0.15,0.05,0.5,68,8,TIMEOUT,0,10,0
0.15,0.05,0.5,68,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,69,0,TIMEOUT,0,2,0
0.15,0.05,0.5,69,1,TIMEOUT,0,3,1
0.15,0.05,0.5,69,2,TIMEOUT,0,4,0
0.15,0.05,0.5,69,3,TIMEOUT,0,5,2
0.15,0.05,0.5,69,4,TIMEOUT,0,6,1
0.15,0.05,0.5,69,5,RESOURCE_TAKEN,0,7,1
0.15,0.05,0.5,69,6,TIMEOUT,0,8,1
0.15,0.05,0.5,69,7,TIMEOUT,0,9,0
0.15,0.05,0.5,69,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,69,9,TIMEOUT,0,11,2
0.15,0.05,0.5,70,0,PARTNER_RESCUED,1,2,0
0.15,0.05,0.5,70,1,TIMEOUT,0,3,0
0.15,0.05,0.5,70,2,TIMEOUT,0,4,0
0.15,0.05,0.5,70,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,70,4,TIMEOUT,0,6,2
0.15,0.05,0.5,70,5,TIMEOUT,0,7,0
0.15,0.05,0.5,70,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,70,7,TIMEOUT,0,9,1
0.15,0.05,0.5,70,8,TIMEOUT,0,10,2
0.15,0.05,0.5,70,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,71,0,TIMEOUT,0,2,0
0.15,0.05,0.5,71,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,71,2,TIMEOUT,0,4,1
0.15,0.05,0.5,71,3,TIMEOUT,0,5,0
0.15,0.05,0.5,71,4,TIMEOUT,0,6,2
0.15,0.05,0.5,71,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,71,6,TIMEOUT,0,8,1
0.15,0.05,0.5,71,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,71,8,TIMEOUT,0,10,2
0.15,0.05,0.5,71,9,RESOURCE_TAKEN,0,11,1
0.15,0.05,0.5,72,0,TIMEOUT,0,2,0
0.15,0.05,0.5,72,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,72,2,TIMEOUT,0,4,1
0.15,0.05,0.5,72,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,72,4,TIMEOUT,0,6,2
0.15,0.05,0.5,72,5,TIMEOUT,0,7,0
0.15,0.05,0.5,72,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,72,7,TIMEOUT,0,9,0
0.15,0.05,0.5,72,8,RESOURCE_TAKEN,0,10,0
0.15,0.05,0.5,72,9,TIMEOUT,0,11,1
0.15,0.05,0.5,73,0,TIMEOUT,0,2,0
0.15,0.05,0.5,73,1,RESOURCE_TAKEN,0,3,0
0.15,0.05,0.5,73,2,TIMEOUT,0,4,0
0.15,0.05,0.5,73,3,TIMEOUT,0,5,0
0.15,0.05,0.5,73,4,TIMEOUT,0,6,1
0.15,0.05,0.5,73,5,RESOURCE_TAKEN,0,7,0
0.15,0.05,0.5,73,6,TIMEOUT,0,8,0
0.15,0.05,0.5,73,7,RESOURCE_TAKEN,0,9,0
0.15,0.05,0.5,73,8,TIMEOUT,0,10,0
0.15,0.05,0.5,73,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,74,0,TIMEOUT,0,2,0
0.15,0.05,0.5,74,1,TIMEOUT,0,3,1
0.15,0.05,0.5,74,2,TIMEOUT,0,4,0
0.15,0.05,0.5,74,3,TIMEOUT,0,5,2
0.15,0.05,0.5,74,4,RESOURCE_TAKEN,0,6,0
0.15,0.05,0.5,74,5,TIMEOUT,0,7,0
0.15,0.05,0.5,74,6,TIMEOUT,0,8,0
0.15,0.05,0.5,74,7,TIMEOUT,0,9,0
0.15,0.05,0.5,74,8,TIMEOUT,0,10,1
0.15,0.05,0.5,74,9,RESOURCE_TAKEN,0,11,0
0.15,0.05,0.5,75,0,TIMEOUT,0,2,2
0.15,0.05,0.5,75,1,TIMEOUT,0,3,0
0.15,0.05,0.5,75,2,TIMEOUT,0,4,2
0.15,0.05,0.5,75,3,RESOURCE_TAKEN,0,5,0
0.15,0.05,0.5,75,4,TIMEOUT,0,6,0
0.15,0.05,0.5,75,5,TIMEOUT,0,7,1
0.15,0.05,0.5,75,6,RESOURCE_TAKEN,0,8,0
0.15,0.05,0.5,75,7,TIMEOUT,0,9,1
