cell,tau_guilt,tau_loyalty,agent_id,episode_idx,outcome,rescued,n_memories,e_max,was_encoded,target_switches
G0.3_L0.3,0.3,0.3,31,2,TIMEOUT,0,4,0.5593,1,0
G0.3_L0.3,0.3,0.3,31,3,RESOURCE_TAKEN,0,5,0.4717,1,0
G0.3_L0.3,0.3,0.3,31,4,PARTNER_RESCUED,1,6,1.0,1,0
G0.3_L0.3,0.3,0.3,31,5,TIMEOUT,0,7,1.0,1,0
G0.3_L0.3,0.3,0.3,31,6,TIMEOUT,0,8,1.0,1,0
G0.3_L0.3,0.3,0.3,31,7,TIMEOUT,0,9,0.7516,1,1
G0.3_L0.3,0.3,0.3,31,8,TIMEOUT,0,10,0.5485,1,0
G0.3_L0.3,0.3,0.3,31,9,TIMEOUT,0,11,0.4717,1,2
G0.3_L0.3,0.3,0.3,32,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,32,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.3,0.3,0.3,32,2,TIMEOUT,0,4,0.6505,1,1
G0.3_L0.3,0.3,0.3,32,3,TIMEOUT,0,5,0.4939,1,2
G0.3_L0.3,0.3,0.3,32,4,TIMEOUT,0,6,0.4717,1,2
G0.3_L0.3,0.3,0.3,32,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.3,0.3,0.3,32,6,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.3,0.3,0.3,32,7,TIMEOUT,0,9,0.4717,1,1
G0.3_L0.3,0.3,0.3,32,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,32,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.3,0.3,0.3,33,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,33,1,TIMEOUT,0,3,1.0,1,2
G0.3_L0.3,0.3,0.3,33,2,TIMEOUT,0,4,0.6581,1,0
G0.3_L0.3,0.3,0.3,33,3,TIMEOUT,0,5,0.4811,1,1
G0.3_L0.3,0.3,0.3,33,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,33,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,33,6,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.3,0.3,0.3,33,7,TIMEOUT,0,9,0.4717,1,1
G0.3_L0.3,0.3,0.3,33,8,TIMEOUT,0,10,0.4717,1,2
G0.3_L0.3,0.3,0.3,33,9,TIMEOUT,0,11,0.4717,1,0
G0.3_L0.3,0.3,0.3,34,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,34,1,PARTNER_RESCUED,1,3,0.62,1,0
G0.3_L0.3,0.3,0.3,34,2,PARTNER_RESCUED,1,4,0.8,1,0
G0.3_L0.3,0.3,0.3,34,3,TIMEOUT,0,5,1.0,1,1
G0.3_L0.3,0.3,0.3,34,4,TIMEOUT,0,6,0.5036,1,0
G0.3_L0.3,0.3,0.3,34,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,34,6,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.3,0.3,0.3,34,7,TIMEOUT,0,9,0.4717,1,0
G0.3_L0.3,0.3,0.3,34,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,34,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.3,0.3,0.3,35,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.3,0.3,0.3,35,1,TIMEOUT,0,3,0.8444,1,3
G0.3_L0.3,0.3,0.3,35,2,TIMEOUT,0,4,0.5817,1,2
G0.3_L0.3,0.3,0.3,35,3,TIMEOUT,0,5,0.4717,1,0
G0.3_L0.3,0.3,0.3,35,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.3,0.3,0.3,35,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.3,0.3,0.3,35,6,RESOURCE_TAKEN,0,8,0.39,1,0
G0.3_L0.3,0.3,0.3,35,7,PARTNER_RESCUED,1,9,1.0,1,0
G0.3_L0.3,0.3,0.3,35,8,TIMEOUT,0,10,1.0,1,1
G0.3_L0.3,0.3,0.3,35,9,TIMEOUT,0,11,1.0,1,0
G0.3_L0.3,0.3,0.3,36,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,36,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.3,0.3,0.3,36,2,TIMEOUT,0,4,0.679,1,2
G0.3_L0.3,0.3,0.3,36,3,TIMEOUT,0,5,0.4951,1,1
G0.3_L0.3,0.3,0.3,36,4,RESOURCE_TAKEN,0,6,0.3497,1,0
G0.3_L0.3,0.3,0.3,36,5,TIMEOUT,0,7,1.0,1,1
G0.3_L0.3,0.3,0.3,36,6,TIMEOUT,0,8,1.0,1,1
G0.3_L0.3,0.3,0.3,36,7,TIMEOUT,0,9,0.8873,1,0
G0.3_L0.3,0.3,0.3,36,8,TIMEOUT,0,10,0.61,1,0
G0.3_L0.3,0.3,0.3,36,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.3,0.3,0.3,37,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,37,1,TIMEOUT,0,3,1.0,1,2
G0.3_L0.3,0.3,0.3,37,2,TIMEOUT,0,4,0.6823,1,1
G0.3_L0.3,0.3,0.3,37,3,TIMEOUT,0,5,0.5061,1,1
G0.3_L0.3,0.3,0.3,37,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,37,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,37,6,TIMEOUT,0,8,0.4717,1,1
G0.3_L0.3,0.3,0.3,37,7,TIMEOUT,0,9,0.4717,1,1
G0.3_L0.3,0.3,0.3,37,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,37,9,TIMEOUT,0,11,0.4717,1,2
G0.3_L0.3,0.3,0.3,38,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,38,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.3,0.3,0.3,38,2,TIMEOUT,0,4,0.6544,1,1
G0.3_L0.3,0.3,0.3,38,3,TIMEOUT,0,5,0.4975,1,0
G0.3_L0.3,0.3,0.3,38,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,38,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.3,0.3,0.3,38,6,TIMEOUT,0,8,0.4717,1,1
G0.3_L0.3,0.3,0.3,38,7,TIMEOUT,0,9,0.4717,1,1
G0.3_L0.3,0.3,0.3,38,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,38,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.3,0.3,0.3,39,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,39,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.3,0.3,0.3,39,2,TIMEOUT,0,4,0.6492,1,0
G0.3_L0.3,0.3,0.3,39,3,TIMEOUT,0,5,0.4865,1,1
G0.3_L0.3,0.3,0.3,39,4,RESOURCE_TAKEN,0,6,0.3414,1,0
G0.3_L0.3,0.3,0.3,39,5,PARTNER_RESCUED,1,7,1.0,1,0
G0.3_L0.3,0.3,0.3,39,6,TIMEOUT,0,8,1.0,1,1
G0.3_L0.3,0.3,0.3,39,7,PARTNER_RESCUED,1,9,0.5767,1,0
G0.3_L0.3,0.3,0.3,39,8,TIMEOUT,0,10,1.0,1,1
G0.3_L0.3,0.3,0.3,39,9,TIMEOUT,0,11,0.6031,1,2
G0.3_L0.3,0.3,0.3,40,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,40,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.3,0.3,0.3,40,2,TIMEOUT,0,4,0.6727,1,1
G0.3_L0.3,0.3,0.3,40,3,TIMEOUT,0,5,0.4867,1,0
G0.3_L0.3,0.3,0.3,40,4,PARTNER_DEAD,0,5,0.2732,0,0
G0.3_L0.3,0.3,0.3,40,5,TIMEOUT,0,6,0.4717,1,2
G0.3_L0.3,0.3,0.3,40,6,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.3,0.3,0.3,40,7,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.3,0.3,0.3,40,8,TIMEOUT,0,9,0.4717,1,0
G0.3_L0.3,0.3,0.3,40,9,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,41,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,41,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.3,0.3,0.3,41,2,TIMEOUT,0,4,0.6668,1,1
G0.3_L0.3,0.3,0.3,41,3,TIMEOUT,0,5,0.4957,1,1
G0.3_L0.3,0.3,0.3,41,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.3,0.3,0.3,41,5,TIMEOUT,0,7,0.4717,1,2
G0.3_L0.3,0.3,0.3,41,6,RESOURCE_TAKEN,0,8,0.4717,1,1
G0.3_L0.3,0.3,0.3,41,7,PARTNER_RESCUED,1,9,1.0,1,0
G0.3_L0.3,0.3,0.3,41,8,TIMEOUT,0,10,1.0,1,1
G0.3_L0.3,0.3,0.3,41,9,TIMEOUT,0,11,1.0,1,1
G0.3_L0.3,0.3,0.3,42,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,42,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.3,0.3,0.3,42,2,TIMEOUT,0,4,0.6818,1,3
G0.3_L0.3,0.3,0.3,42,3,TIMEOUT,0,5,0.4925,1,1
G0.3_L0.3,0.3,0.3,42,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,42,5,RESOURCE_TAKEN,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,42,6,TIMEOUT,0,8,1.0,1,1
G0.3_L0.3,0.3,0.3,42,7,PARTNER_RESCUED,1,9,0.7563,1,0
G0.3_L0.3,0.3,0.3,42,8,PARTNER_RESCUED,1,10,0.7,1,0
G0.3_L0.3,0.3,0.3,42,9,PARTNER_RESCUED,1,11,0.7,1,0
G0.3_L0.3,0.3,0.3,43,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,43,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.3,0.3,0.3,43,2,TIMEOUT,0,4,0.6708,1,3
G0.3_L0.3,0.3,0.3,43,3,TIMEOUT,0,5,0.4901,1,1
G0.3_L0.3,0.3,0.3,43,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,43,5,RESOURCE_TAKEN,0,7,0.3167,1,1
G0.3_L0.3,0.3,0.3,43,6,TIMEOUT,0,8,1.0,1,1
G0.3_L0.3,0.3,0.3,43,7,TIMEOUT,0,9,1.0,1,1
G0.3_L0.3,0.3,0.3,43,8,TIMEOUT,0,10,0.9078,1,1
G0.3_L0.3,0.3,0.3,43,9,TIMEOUT,0,11,0.6382,1,0
G0.3_L0.3,0.3,0.3,44,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,44,1,TIMEOUT,0,3,1.0,1,2
G0.3_L0.3,0.3,0.3,44,2,TIMEOUT,0,4,0.6985,1,2
G0.3_L0.3,0.3,0.3,44,3,TIMEOUT,0,5,0.4915,1,1
G0.3_L0.3,0.3,0.3,44,4,RESOURCE_TAKEN,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,44,5,TIMEOUT,0,7,1.0,1,0
G0.3_L0.3,0.3,0.3,44,6,TIMEOUT,0,8,1.0,1,1
G0.3_L0.3,0.3,0.3,44,7,PARTNER_DEAD,0,9,0.6201,1,0
G0.3_L0.3,0.3,0.3,44,8,TIMEOUT,0,10,1.0,1,1
G0.3_L0.3,0.3,0.3,44,9,TIMEOUT,0,11,1.0,1,1
G0.3_L0.3,0.3,0.3,45,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,45,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.3,0.3,0.3,45,2,TIMEOUT,0,4,0.6577,1,0
G0.3_L0.3,0.3,0.3,45,3,TIMEOUT,0,5,0.4933,1,0
G0.3_L0.3,0.3,0.3,45,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,45,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,45,6,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.3,0.3,0.3,45,7,TIMEOUT,0,9,0.4717,1,0
G0.3_L0.3,0.3,0.3,45,8,TIMEOUT,0,10,0.4717,1,2
G0.3_L0.3,0.3,0.3,45,9,RESOURCE_TAKEN,0,10,0.2517,0,0
G0.3_L0.3,0.3,0.3,46,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.3,0.3,0.3,46,1,TIMEOUT,0,3,0.8277,1,0
G0.3_L0.3,0.3,0.3,46,2,TIMEOUT,0,4,0.5683,1,1
G0.3_L0.3,0.3,0.3,46,3,TIMEOUT,0,5,0.4717,1,2
G0.3_L0.3,0.3,0.3,46,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.3,0.3,0.3,46,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,46,6,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.3,0.3,0.3,46,7,TIMEOUT,0,9,0.4717,1,2
G0.3_L0.3,0.3,0.3,46,8,RESOURCE_TAKEN,0,9,0.2057,0,0
G0.3_L0.3,0.3,0.3,46,9,RESOURCE_TAKEN,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,47,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,47,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.3,0.3,0.3,47,2,TIMEOUT,0,4,0.6706,1,0
G0.3_L0.3,0.3,0.3,47,3,TIMEOUT,0,5,0.5044,1,2
G0.3_L0.3,0.3,0.3,47,4,TIMEOUT,0,6,0.4717,1,2
G0.3_L0.3,0.3,0.3,47,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,47,6,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.3,0.3,0.3,47,7,TIMEOUT,0,9,0.4717,1,3
G0.3_L0.3,0.3,0.3,47,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,47,9,RESOURCE_TAKEN,0,11,0.39,1,0
G0.3_L0.3,0.3,0.3,48,0,TIMEOUT,0,2,1.0,1,0
G0.3_L0.3,0.3,0.3,48,1,TIMEOUT,0,3,0.7997,1,0
G0.3_L0.3,0.3,0.3,48,2,TIMEOUT,0,4,0.5641,1,0
G0.3_L0.3,0.3,0.3,48,3,TIMEOUT,0,5,0.4717,1,0
G0.3_L0.3,0.3,0.3,48,4,TIMEOUT,0,6,0.4717,1,2
G0.3_L0.3,0.3,0.3,48,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,48,6,TIMEOUT,0,8,0.4717,1,1
G0.3_L0.3,0.3,0.3,48,7,TIMEOUT,0,9,0.4717,1,0
G0.3_L0.3,0.3,0.3,48,8,TIMEOUT,0,10,0.4717,1,1
G0.3_L0.3,0.3,0.3,48,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.3,0.3,0.3,49,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,49,1,TIMEOUT,0,3,1.0,1,2
G0.3_L0.3,0.3,0.3,49,2,TIMEOUT,0,4,0.6689,1,1
G0.3_L0.3,0.3,0.3,49,3,TIMEOUT,0,5,0.4869,1,1
G0.3_L0.3,0.3,0.3,49,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.3,0.3,0.3,49,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.3,0.3,0.3,49,6,TIMEOUT,0,8,0.4717,1,3
G0.3_L0.3,0.3,0.3,49,7,TIMEOUT,0,9,0.4717,1,1
G0.3_L0.3,0.3,0.3,49,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,49,9,RESOURCE_TAKEN,0,11,0.39,1,0
G0.3_L0.3,0.3,0.3,50,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,50,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.3,0.3,0.3,50,2,TIMEOUT,0,4,0.6728,1,1
G0.3_L0.3,0.3,0.3,50,3,TIMEOUT,0,5,0.4979,1,2
G0.3_L0.3,0.3,0.3,50,4,RESOURCE_TAKEN,0,6,0.4717,1,1
G0.3_L0.3,0.3,0.3,50,5,PARTNER_RESCUED,1,7,1.0,1,0
G0.3_L0.3,0.3,0.3,50,6,PARTNER_RESCUED,1,8,0.62,1,0
G0.3_L0.3,0.3,0.3,50,7,PARTNER_RESCUED,1,9,0.7,1,0
G0.3_L0.3,0.3,0.3,50,8,TIMEOUT,0,10,1.0,1,2
G0.3_L0.3,0.3,0.3,50,9,TIMEOUT,0,11,0.7274,1,1
G0.3_L0.3,0.3,0.3,51,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,51,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.3_L0.3,0.3,0.3,51,2,TIMEOUT,0,4,1.0,1,1
G0.3_L0.3,0.3,0.3,51,3,TIMEOUT,0,5,0.5425,1,1
G0.3_L0.3,0.3,0.3,51,4,TIMEOUT,0,6,0.4717,1,2
G0.3_L0.3,0.3,0.3,51,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.3,0.3,0.3,51,6,RESOURCE_TAKEN,0,8,0.39,1,0
G0.3_L0.3,0.3,0.3,51,7,TIMEOUT,0,9,1.0,1,1
G0.3_L0.3,0.3,0.3,51,8,PARTNER_RESCUED,1,10,0.8737,1,0
G0.3_L0.3,0.3,0.3,51,9,TIMEOUT,0,11,1.0,1,1
G0.3_L0.3,0.3,0.3,52,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.3,0.3,0.3,52,1,TIMEOUT,0,3,0.8202,1,1
G0.3_L0.3,0.3,0.3,52,2,TIMEOUT,0,4,0.5715,1,2
G0.3_L0.3,0.3,0.3,52,3,TIMEOUT,0,5,0.4717,1,2
G0.3_L0.3,0.3,0.3,52,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,52,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,52,6,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.3,0.3,0.3,52,7,TIMEOUT,0,9,0.4717,1,0
G0.3_L0.3,0.3,0.3,52,8,TIMEOUT,0,10,0.4717,1,1
G0.3_L0.3,0.3,0.3,52,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.3,0.3,0.3,53,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,53,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.3,0.3,0.3,53,2,TIMEOUT,0,4,0.6937,1,2
G0.3_L0.3,0.3,0.3,53,3,TIMEOUT,0,5,0.4987,1,2
G0.3_L0.3,0.3,0.3,53,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.3,0.3,0.3,53,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,53,6,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.3,0.3,0.3,53,7,TIMEOUT,0,9,0.4717,1,2
G0.3_L0.3,0.3,0.3,53,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,53,9,TIMEOUT,0,11,0.4717,1,0
G0.3_L0.3,0.3,0.3,54,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,54,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.3,0.3,0.3,54,2,TIMEOUT,0,4,0.6587,1,1
G0.3_L0.3,0.3,0.3,54,3,TIMEOUT,0,5,0.5018,1,0
G0.3_L0.3,0.3,0.3,54,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,54,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,54,6,RESOURCE_TAKEN,0,8,0.4717,1,0
G0.3_L0.3,0.3,0.3,54,7,PARTNER_RESCUED,1,9,1.0,1,0
G0.3_L0.3,0.3,0.3,54,8,PARTNER_RESCUED,1,10,0.62,1,0
G0.3_L0.3,0.3,0.3,54,9,PARTNER_RESCUED,1,11,0.62,1,0
G0.3_L0.3,0.3,0.3,55,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,55,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.3_L0.3,0.3,0.3,55,2,TIMEOUT,0,4,1.0,1,0
G0.3_L0.3,0.3,0.3,55,3,TIMEOUT,0,5,0.5688,1,2
G0.3_L0.3,0.3,0.3,55,4,TIMEOUT,0,6,0.4717,1,2
G0.3_L0.3,0.3,0.3,55,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.3,0.3,0.3,55,6,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.3,0.3,0.3,55,7,RESOURCE_TAKEN,0,9,0.3167,1,0
G0.3_L0.3,0.3,0.3,55,8,PARTNER_RESCUED,1,10,1.0,1,0
G0.3_L0.3,0.3,0.3,55,9,PARTNER_RESCUED,1,11,0.7,1,0
G0.3_L0.3,0.3,0.3,56,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,56,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.3,0.3,0.3,56,2,TIMEOUT,0,4,0.6622,1,0
G0.3_L0.3,0.3,0.3,56,3,TIMEOUT,0,5,0.5103,1,0
G0.3_L0.3,0.3,0.3,56,4,TIMEOUT,0,6,0.4717,1,2
G0.3_L0.3,0.3,0.3,56,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,56,6,RESOURCE_TAKEN,0,8,0.4717,1,0
G0.3_L0.3,0.3,0.3,56,7,TIMEOUT,0,9,1.0,1,1
G0.3_L0.3,0.3,0.3,56,8,TIMEOUT,0,10,1.0,1,1
G0.3_L0.3,0.3,0.3,56,9,TIMEOUT,0,11,0.9339,1,1
G0.3_L0.3,0.3,0.3,57,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,57,1,TIMEOUT,0,3,1.0,1,1
G0.3_L0.3,0.3,0.3,57,2,TIMEOUT,0,4,0.6912,1,1
G0.3_L0.3,0.3,0.3,57,3,TIMEOUT,0,5,0.4882,1,0
G0.3_L0.3,0.3,0.3,57,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.3,0.3,0.3,57,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.3,0.3,0.3,57,6,TIMEOUT,0,8,0.4717,1,1
G0.3_L0.3,0.3,0.3,57,7,TIMEOUT,0,9,0.4717,1,0
G0.3_L0.3,0.3,0.3,57,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,57,9,TIMEOUT,0,11,0.4717,1,1
G0.3_L0.3,0.3,0.3,58,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,58,1,PARTNER_RESCUED,1,3,0.7,1,0
G0.3_L0.3,0.3,0.3,58,2,TIMEOUT,0,4,1.0,1,0
G0.3_L0.3,0.3,0.3,58,3,TIMEOUT,0,5,0.5658,1,2
G0.3_L0.3,0.3,0.3,58,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,58,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,58,6,TIMEOUT,0,8,0.4717,1,1
G0.3_L0.3,0.3,0.3,58,7,TIMEOUT,0,9,0.4717,1,0
G0.3_L0.3,0.3,0.3,58,8,TIMEOUT,0,10,0.4717,1,1
G0.3_L0.3,0.3,0.3,58,9,TIMEOUT,0,11,0.4717,1,0
G0.3_L0.3,0.3,0.3,59,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,59,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.3,0.3,0.3,59,2,TIMEOUT,0,4,0.6384,1,0
G0.3_L0.3,0.3,0.3,59,3,TIMEOUT,0,5,0.4947,1,3
G0.3_L0.3,0.3,0.3,59,4,TIMEOUT,0,6,0.4717,1,0
G0.3_L0.3,0.3,0.3,59,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.3,0.3,0.3,59,6,TIMEOUT,0,8,0.4717,1,0
G0.3_L0.3,0.3,0.3,59,7,TIMEOUT,0,9,0.4717,1,1
G0.3_L0.3,0.3,0.3,59,8,TIMEOUT,0,10,0.4717,1,0
G0.3_L0.3,0.3,0.3,59,9,RESOURCE_TAKEN,0,11,0.4717,1,0
G0.3_L0.3,0.3,0.3,60,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,60,1,TIMEOUT,0,3,1.0,1,0
G0.3_L0.3,0.3,0.3,60,2,TIMEOUT,0,4,0.6576,1,1
G0.3_L0.3,0.3,0.3,60,3,TIMEOUT,0,5,0.4901,1,2
G0.3_L0.3,0.3,0.3,60,4,TIMEOUT,0,6,0.4717,1,1
G0.3_L0.3,0.3,0.3,60,5,TIMEOUT,0,7,0.4717,1,0
G0.3_L0.3,0.3,0.3,60,6,TIMEOUT,0,8,0.4717,1,2
G0.3_L0.3,0.3,0.3,60,7,RESOURCE_TAKEN,0,9,0.4717,1,0
G0.3_L0.3,0.3,0.3,60,8,PARTNER_RESCUED,1,10,1.0,1,0
G0.3_L0.3,0.3,0.3,60,9,TIMEOUT,0,11,1.0,1,1
G0.3_L0.3,0.3,0.3,61,0,TIMEOUT,0,2,1.0,1,1
G0.3_L0.3,0.3,0.3,61,1,TIMEOUT,0,3,0.8202,1,1
G0.3_L0.3,0.3,0.3,61,2,TIMEOUT,0,4,0.592,1,0
G0.3_L0.3,0.3,0.3,61,3,RESOURCE_TAKEN,0,5,0.4205,1,0
G0.3_L0.3,0.3,0.3,61,4,TIMEOUT,0,6,1.0,1,1
G0.3_L0.3,0.3,0.3,61,5,PARTNER_RESCUED,1,7,0.8713,1,0
G0.3_L0.3,0.3,0.3,61,6,PARTNER_RESCUED,1,8,0.7,1,0
G0.3_L0.3,0.3,0.3,61,7,TIMEOUT,0,9,1.0,1,1
G0.3_L0.3,0.3,0.3,61,8,TIMEOUT,0,10,0.5946,1,2
G0.3_L0.3,0.3,0.3,61,9,TIMEOUT,0,11,0.4717,1,2
G0.3_L0.3,0.3,0.3,62,0,PARTNER_RESCUED,1,2,1.0,1,0
G0.3_L0.3,0.3,0.3,62,1,PARTNER_RESCUED,1,3,0.62,1,0
G0.3_L0.3,0.3,0.3,62,2,PARTNER_RESCUED,1,4,0.7,1,0
G0.3_L0.3,0.3,0.3,62,3,TIMEOUT,0,5,1.0,1,2
G0.3_L0.3,0.3,0.3,62,4,TIMEOUT,0,6,0.4814,1,2
G0.3_L0.3,0.3,0.3,62,5,TIMEOUT,0,7,0.4717,1,1
G0.3_L0.3,0.3,0.3,62,6,TIMEOUT,0,8,0.4717,1,3
G0.3_L0.3,0.3,0.3,62,7,RESOURCE_TAKEN,0,9,0.4717,1,0
G0.3_L0.3,0.3,0.3,62,8,PARTNER_RESCUED,1,10,1.0,1,0
G0.3_L0.3,0.3,0.3,62,9,PARTNER_DEAD,0,11,0.78,1,1
G0.3_L0.3,0.3,0.3,63,0,TIMEOUT,0,2,1.0,1,1
